,title,mean,count
552,Four Days in September (1997),3.75,12.0
553,Four Rooms (1995),3.033333333333333,90.0
554,Four Weddings and a Funeral (1994),3.6613545816733066,251.0
555,"Fox and the Hound, The (1981)",3.1475409836065573,61.0
556,Foxfire (1996),2.933333333333333,15.0
557,Frankie Starlight (1995),2.5,4.0
558,Free Willy (1993),2.4545454545454546,33.0
559,Free Willy 2: The Adventure Home (1995),2.1818181818181817,11.0
560,Free Willy 3: The Rescue (1997),1.7407407407407407,27.0
561,Freeway (1996),3.357142857142857,42.0
562,French Kiss (1995),3.3333333333333335,84.0
563,French Twist (Gazon maudit) (1995),3.2051282051282053,39.0
564,Fresh (1994),4.1,10.0
565,Friday (1995),3.4615384615384617,26.0
566,Fried Green Tomatoes (1991),3.764705882352941,153.0
567,"Frighteners, The (1996)",3.234782608695652,115.0
568,Frisk (1995),2.6666666666666665,3.0
569,From Dusk Till Dawn (1996),3.119565217391304,92.0
570,"Fugitive, The (1993)",4.044642857142857,336.0
571,Full Metal Jacket (1987),3.6823529411764704,170.0
572,"Full Monty, The (1997)",3.926984126984127,315.0
573,Full Speed (1996),3.125,8.0
574,"Funeral, The (1996)",2.4285714285714284,21.0
575,Funny Face (1957),3.6666666666666665,21.0
576,"Further Gesture, A (1996)",1.0,1.0
577,G.I. Jane (1997),3.36,175.0
578,Gabbeh (1996),3.3333333333333335,6.0
579,"Game, The (1997)",3.593625498007968,251.0
580,Gandhi (1982),4.02051282051282,195.0
581,Gang Related (1997),2.6875,16.0
582,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",3.9166666666666665,24.0
583,Gaslight (1944),3.8857142857142857,35.0
584,"Gate of Heavenly Peace, The (1995)",4.0,1.0
585,Gattaca (1997),3.5955882352941178,136.0
586,"Gay Divorcee, The (1934)",3.8666666666666667,15.0
587,George of the Jungle (1997),2.685185185185185,162.0
588,Georgia (1995),2.9,30.0
589,Germinal (1993),3.0,4.0
590,Geronimo: An American Legend (1993),3.111111111111111,9.0
591,Get Shorty (1995),3.550239234449761,209.0
592,Get on the Bus (1996),3.3157894736842106,38.0
593,"Getaway, The (1994)",2.3333333333333335,18.0
594,Getting Away With Murder (1996),1.0,1.0
595,Getting Even with Dad (1994),1.6,5.0
596,Ghost (1990),3.4647058823529413,170.0
597,"Ghost and Mrs. Muir, The (1947)",3.6511627906976742,43.0
598,"Ghost and the Darkness, The (1996)",3.203125,128.0
599,Ghost in the Shell (Kokaku kidotai) (1995),3.6538461538461537,26.0
600,Ghosts of Mississippi (1996),3.4827586206896552,29.0
601,Giant (1956),3.7450980392156863,51.0
602,Gigi (1958),3.658536585365854,41.0
603,Gilligan's Island: The Movie (1998),1.3333333333333333,3.0
604,Girl 6 (1996),2.76,25.0
605,Girl in the Cadillac (1995),1.0,1.0
606,Girls Town (1996),3.0,1.0
607,"Glass Shield, The (1994)",2.0,2.0
608,Glengarry Glen Ross (1992),3.463768115942029,69.0
609,"Glimmer Man, The (1996)",2.75,48.0
610,Glory (1989),4.076023391812866,171.0
611,Go Fish (1994),3.2,15.0
612,"Godfather, The (1972)",4.283292978208232,413.0
613,"Godfather: Part II, The (1974)",4.186602870813397,209.0
614,Gold Diggers: The Secret of Bear Mountain (1995),3.1,10.0
615,Golden Earrings (1947),4.0,2.0
616,GoldenEye (1995),3.2061068702290076,131.0
617,Gone Fishin' (1997),1.8181818181818181,11.0
618,Gone with the Wind (1939),3.854651162790698,172.0
619,"Good Man in Africa, A (1994)",3.0,2.0
620,Good Morning (1971),1.0,1.0
621,Good Will Hunting (1997),4.262626262626263,198.0
622,"Good, The Bad and The Ugly, The (1966)",3.8613138686131387,137.0
623,GoodFellas (1990),3.9513274336283186,226.0
624,"Goofy Movie, A (1995)",2.9,20.0
625,Gordy (1995),1.0,3.0
626,Grace of My Heart (1996),3.25,8.0
627,"Graduate, The (1967)",4.104602510460251,239.0
628,"Grand Day Out, A (1992)",4.106060606060606,66.0
629,"Grass Harp, The (1995)",3.2222222222222223,9.0
630,Grateful Dead (1995),3.5,4.0
631,Grease (1978),3.347058823529412,170.0
632,Grease 2 (1982),2.0,24.0
633,"Great Day in Harlem, A (1994)",5.0,1.0
634,"Great Dictator, The (1940)",4.021739130434782,46.0
635,"Great Escape, The (1963)",4.104838709677419,124.0
636,Great Expectations (1998),3.2222222222222223,27.0
637,"Great Race, The (1965)",3.2903225806451615,31.0
638,"Great White Hype, The (1996)",2.7551020408163267,49.0
639,Gridlock'd (1997),3.210526315789474,19.0
640,"Grifters, The (1990)",3.4831460674157304,89.0
641,Grosse Fatigue (1994),3.25,4.0
642,Grosse Pointe Blank (1997),3.675,160.0
643,Groundhog Day (1993),3.7642857142857142,280.0
644,Grumpier Old Men (1995),3.0405405405405403,148.0
645,Guantanamera (1994),3.75,4.0
646,Guilty as Sin (1993),2.1666666666666665,6.0
647,Gumby: The Movie (1995),2.6,5.0
648,Hackers (1995),2.606060606060606,33.0
649,Half Baked (1998),2.5,20.0
650,Halloween: The Curse of Michael Myers (1995),2.2,25.0
651,Hamlet (1996),4.011111111111111,90.0
652,Hana-bi (1997),3.0,1.0
653,Happy Gilmore (1996),3.389261744966443,149.0
654,Hard Eight (1996),4.0,15.0
655,Hard Rain (1998),2.903225806451613,31.0
656,Hard Target (1993),2.7,40.0
657,Harlem (1993),2.75,4.0
658,Harold and Maude (1971),3.8181818181818183,121.0
659,Harriet the Spy (1996),2.7,40.0
660,"Hate (Haine, La) (1995)",3.5,18.0
661,"Haunted World of Edward D. Wood Jr., The (1995)",3.7333333333333334,15.0
662,He Walked by Night (1948),4.0,1.0
663,Head Above Water (1996),3.0,4.0
664,Hear My Song (1991),3.25,8.0
665,Hearts and Minds (1996),3.8,5.0
666,Heat (1995),3.569506726457399,223.0
667,Heathers (1989),3.690058479532164,171.0
668,Heaven & Earth (1993),2.5555555555555554,9.0
669,Heaven's Prisoners (1996),2.5185185185185186,27.0
670,Heavenly Creatures (1994),3.6714285714285713,70.0
671,Heavy (1995),2.4,5.0
672,Heavy Metal (1981),3.26027397260274,73.0
673,Heavyweights (1994),2.1538461538461537,13.0
674,Hedd Wyn (1992),1.0,1.0
675,Heidi Fleiss: Hollywood Madam (1995) ,2.6923076923076925,13.0
676,Hellraiser: Bloodline (1996),2.0,18.0
677,Henry V (1989),4.137096774193548,124.0
678,Herbie Rides Again (1974),2.272727272727273,11.0
679,Hercules (1997),3.515151515151515,66.0
680,Here Comes Cookie (1935),2.0,1.0
681,Hideaway (1995),2.4444444444444446,9.0
682,High Noon (1952),4.1022727272727275,88.0
683,High School High (1996),2.6206896551724137,29.0
684,Higher Learning (1995),3.3333333333333335,30.0
685,Highlander (1986),3.5359477124183005,153.0
686,Highlander III: The Sorcerer (1994),2.125,16.0
687,His Girl Friday (1940),4.0,56.0
688,Hollow Reed (1996),2.3333333333333335,6.0
689,Homage (1995),1.0,1.0
690,Home Alone (1990),3.0875912408759123,137.0
691,Home Alone 3 (1997),1.894736842105263,19.0
692,Home for the Holidays (1995),3.1551724137931036,58.0
693,Homeward Bound II: Lost in San Francisco (1996),2.78125,32.0
694,Homeward Bound: The Incredible Journey (1993),3.2131147540983607,61.0
695,Hoodlum (1997),2.9315068493150687,73.0
696,Hoop Dreams (1994),4.094017094017094,117.0
697,"Horse Whisperer, The (1998)",2.7142857142857144,7.0
698,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.111111111111111,9.0
699,Hostile Intentions (1994),1.0,1.0
700,Hot Shots! Part Deux (1993),2.764705882352941,68.0
701,Hotel de Love (1996),3.25,4.0
702,"Hour of the Pig, The (1993)",3.5714285714285716,14.0
703,House Arrest (1996),2.52,25.0
704,House Party 3 (1994),2.0,9.0
705,"House of Yes, The (1997)",3.0,18.0
706,"House of the Spirits, The (1993)",3.0416666666666665,24.0
707,Houseguest (1994),2.8333333333333335,24.0
708,How to Be a Player (1997),2.761904761904762,21.0
709,How to Make an American Quilt (1995),3.3380281690140845,71.0
710,"Howling, The (1981)",3.026315789473684,38.0
711,"Hudsucker Proxy, The (1994)",3.5545454545454547,110.0
712,Hugo Pool (1997),3.2857142857142856,7.0
713,"Hunchback of Notre Dame, The (1996)",3.377952755905512,127.0
714,"Hungarian Fairy Tale, A (1987)",1.0,1.0
715,"Hunt for Red October, The (1990)",3.8634361233480177,227.0
716,"Hunted, The (1995)",2.0,3.0
717,Hurricane Streets (1998),2.6666666666666665,9.0
718,Hush (1998),2.0,1.0
719,I Can't Sleep (J'ai pas sommeil) (1994),2.6666666666666665,3.0
720,I Don't Want to Talk About It (De eso no se habla) (1993),4.0,1.0
721,I Know What You Did Last Summer (1997),3.06,100.0
722,I Like It Like That (1994),2.3333333333333335,3.0
723,I Love Trouble (1994),2.5,10.0
724,I Shot Andy Warhol (1996),3.3783783783783785,37.0
725,I'll Do Anything (1994),2.6,10.0
726,I'm Not Rappaport (1996),3.0,17.0
727,"I, Worst of All (Yo, la peor de todas) (1990)",1.0,1.0
728,I.Q. (1994),3.3209876543209877,81.0
729,"Ice Storm, The (1997)",3.611111111111111,108.0
730,If Lucy Fell (1996),2.7586206896551726,29.0
731,Ill Gotten Gains (1997),2.3333333333333335,3.0
732,Immortal Beloved (1994),3.4603174603174605,63.0
733,In & Out (1997),3.3043478260869565,230.0
734,In Love and War (1996),3.4285714285714284,28.0
735,In the Army Now (1994),2.2777777777777777,18.0
736,In the Bleak Midwinter (1995),3.6875,16.0
737,In the Company of Men (1997),3.712121212121212,66.0
738,In the Line of Duty 2 (1987),2.75,4.0
739,In the Line of Fire (1993),3.7928994082840237,169.0
740,In the Mouth of Madness (1995),2.8846153846153846,26.0
741,In the Name of the Father (1993),3.911764705882353,102.0
742,In the Realm of the Senses (Ai no corrida) (1976),2.0,9.0
743,Incognito (1997),3.5,10.0
744,Independence Day (ID4) (1996),3.438228438228438,429.0
745,Indian Summer (1996),3.25,20.0
746,"Indian in the Cupboard, The (1995)",2.8205128205128207,39.0
747,Indiana Jones and the Last Crusade (1989),3.930513595166163,331.0
748,Infinity (1996),2.6666666666666665,6.0
749,"Inkwell, The (1994)",3.3333333333333335,3.0
750,"Innocent Sleep, The (1995)",2.0,2.0
751,"Innocents, The (1961)",4.25,4.0
752,"Inspector General, The (1949)",3.7222222222222223,18.0
753,Interview with the Vampire (1994),3.1824817518248176,137.0
754,Intimate Relations (1996),3.0,2.0
755,Inventing the Abbotts (1997),3.130434782608696,23.0
756,"Invitation, The (Zaproszenie) (1986)",1.0,1.0
757,"Island of Dr. Moreau, The (1996)",2.1578947368421053,57.0
758,It Could Happen to You (1994),3.652173913043478,46.0
759,It Happened One Night (1934),4.012345679012346,81.0
760,It Takes Two (1995),2.6666666666666665,3.0
761,It's My Party (1995),3.2857142857142856,21.0
762,It's a Wonderful Life (1946),4.121212121212121,231.0
763,JLG/JLG - autoportrait de décembre (1994),1.0,1.0
764,Jack (1996),3.142857142857143,70.0
765,Jack and Sarah (1995),2.142857142857143,7.0
766,"Jackal, The (1997)",3.1494252873563218,87.0
767,Jackie Brown (1997),3.642857142857143,126.0
768,Jackie Chan's First Strike (1996),3.2551724137931033,145.0
769,Jade (1995),2.2941176470588234,17.0
770,James and the Giant Peach (1996),3.126984126984127,126.0
771,Jane Eyre (1996),3.4761904761904763,63.0
772,Jason's Lyric (1994),3.0,8.0
773,Jaws (1975),3.775,280.0
774,Jaws 2 (1978),2.6666666666666665,66.0
775,Jaws 3-D (1983),1.9375,16.0
776,Jean de Florette (1986),4.109375,64.0
777,Jefferson in Paris (1995),2.0,5.0
778,Jeffrey (1995),3.5294117647058822,34.0
779,"Jerky Boys, The (1994)",2.6666666666666665,3.0
780,Jerry Maguire (1996),3.7109375,384.0
781,Jimmy Hollywood (1994),2.875,8.0
782,Jingle All the Way (1996),2.111111111111111,18.0
783,Joe's Apartment (1996),2.2444444444444445,45.0
784,Johnny 100 Pesos (1993),1.5,2.0
785,Johnny Mnemonic (1995),2.6341463414634148,41.0
786,Johns (1996),3.0,1.0
787,"Journey of August King, The (1995)",2.0,4.0
788,"Joy Luck Club, The (1993)",3.6666666666666665,3.0
789,Jude (1996),3.0,23.0
790,Judge Dredd (1995),2.8974358974358974,39.0
791,Judgment Night (1993),2.68,25.0
792,Jumanji (1995),3.3125,96.0
793,"Jungle Book, The (1994)",3.5647058823529414,85.0
794,Jungle2Jungle (1997),2.4393939393939394,132.0
795,Junior (1994),3.022222222222222,45.0
796,Jupiter's Wife (1994),4.0,1.0
797,Jurassic Park (1993),3.7203065134099615,261.0
798,"Juror, The (1996)",2.817073170731707,82.0
799,Jury Duty (1995),2.0,14.0
800,Just Cause (1995),3.142857142857143,28.0
801,Kalifornia (1993),3.2203389830508473,59.0
802,Kama Sutra: A Tale of Love (1996),3.3181818181818183,22.0
803,Kansas City (1996),2.260869565217391,23.0
804,Kaspar Hauser (1993),4.25,8.0
805,Kazaam (1996),1.8,10.0
806,Keys to Tulsa (1997),2.24,25.0
807,Kicked in the Head (1997),2.5714285714285716,7.0
808,Kicking and Screaming (1995),2.923076923076923,13.0
809,"Kid in King Arthur's Court, A (1995)",2.727272727272727,22.0
810,Kids (1995),3.061224489795918,49.0
811,Kids in the Hall: Brain Candy (1996),3.076923076923077,65.0
812,Kika (1993),2.0,2.0
813,Killer (Bulletproof Heart) (1994),2.5,4.0
814,Killer: A Journal of Murder (1995),4.0,1.0
815,"Killing Fields, The (1984)",4.132231404958677,121.0
816,Killing Zoe (1994),3.475,40.0
817,Kim (1950),3.2857142857142856,7.0
818,King of New York (1990),1.0,1.0
819,King of the Hill (1993),3.5,4.0
820,Kingpin (1996),3.1296296296296298,162.0
821,"Kiss Me, Guido (1997)",3.161290322580645,31.0
822,Kiss of Death (1995),2.85,20.0
823,Kiss the Girls (1997),3.4615384615384617,143.0
824,Kissed (1996),3.0,6.0
825,Kolya (1996),3.9914529914529915,117.0
826,Koyaanisqatsi (1983),3.490566037735849,53.0
827,Kull the Conqueror (1997),2.63768115942029,69.0
828,Kundun (1997),3.6904761904761907,42.0
829,L.A. Confidential (1997),4.161616161616162,297.0
830,Lady of Burlesque (1943),4.0,1.0
831,Ladybird Ladybird (1994),2.75,4.0
832,Lamerica (1994),3.75,4.0
833,Land Before Time III: The Time of the Great Giving (1995) (V),1.6666666666666667,6.0
834,Land and Freedom (Tierra y libertad) (1995),3.0,1.0
835,Larger Than Life (1996),2.3333333333333335,9.0
836,Lashou shentan (1992),1.0,1.0
837,Lassie (1994),2.2857142857142856,7.0
838,Last Action Hero (1993),2.7457627118644066,59.0
839,Last Dance (1996),3.111111111111111,9.0
840,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",3.0,4.0
841,Last Man Standing (1996),2.660377358490566,53.0
842,Last Summer in the Hamptons (1995),2.3333333333333335,3.0
843,"Last Supper, The (1995)",3.4482758620689653,58.0
844,"Last Time I Committed Suicide, The (1997)",2.2857142857142856,7.0
845,"Last Time I Saw Paris, The (1954)",3.6666666666666665,3.0
846,"Last of the Mohicans, The (1992)",3.546875,128.0
847,Late Bloomers (1996),3.4,5.0
848,Laura (1944),4.1,40.0
849,Lawnmower Man 2: Beyond Cyberspace (1996),1.7142857142857142,21.0
850,"Lawnmower Man, The (1992)",2.4461538461538463,65.0
851,Lawrence of Arabia (1962),4.23121387283237,173.0
852,"Lay of the Land, The (1997)",2.5,4.0
853,"Leading Man, The (1996)",3.75,4.0
854,Leave It to Beaver (1997),1.8409090909090908,44.0
855,Leaving Las Vegas (1995),3.697986577181208,298.0
856,Legal Deceit (1997),3.4,5.0
857,Legends of the Fall (1994),3.45679012345679,81.0
858,"Leopard Son, The (1996)",1.0,1.0
859,"Letter From Death Row, A (1998)",4.333333333333333,3.0
860,Liar Liar (1997),3.156701030927835,485.0
861,Liebelei (1933),1.0,1.0
862,"Life Less Ordinary, A (1997)",3.0754716981132075,53.0
863,Life with Mikey (1993),2.2857142857142856,7.0
864,Lightning Jack (1994),3.0,10.0
865,Like Water For Chocolate (Como agua para chocolate) (1992),3.804054054054054,148.0
866,"Line King: Al Hirschfeld, The (1996)",3.0,2.0
867,"Lion King, The (1994)",3.7818181818181817,220.0
868,Little Big League (1994),2.875,16.0
869,Little Buddha (1993),3.3181818181818183,22.0
870,Little City (1998),3.5,2.0
871,Little Lord Fauntleroy (1936),3.1666666666666665,12.0
872,Little Odessa (1994),2.6,10.0
873,"Little Princess, A (1995)",3.658536585365854,41.0
874,"Little Princess, The (1939)",3.5555555555555554,9.0
875,"Little Rascals, The (1994)",2.7222222222222223,18.0
876,Little Women (1994),3.676470588235294,102.0
877,Live Nude Girls (1995),3.0869565217391304,23.0
878,Living in Oblivion (1995),3.740740740740741,27.0
879,Loaded (1994),2.4,5.0
880,Local Hero (1983),3.9682539682539684,63.0
881,Loch Ness (1995),2.5,4.0
882,"Locusts, The (1997)",2.0,5.0
883,Lone Star (1996),4.053475935828877,187.0
884,"Long Kiss Goodnight, The (1996)",3.4702702702702704,185.0
885,Looking for Richard (1996),3.727272727272727,55.0
886,Lord of Illusions (1995),2.4166666666666665,24.0
887,Losing Chase (1996),3.25,8.0
888,Losing Isaiah (1995),3.0,12.0
889,Lost Highway (1997),3.136,125.0
890,Lost Horizon (1937),3.9411764705882355,34.0
891,"Lost World: Jurassic Park, The (1997)",2.9430379746835444,158.0
892,Lost in Space (1998),3.1666666666666665,18.0
893,Lotto Land (1995),1.0,1.0
894,Love & Human Remains (1993),3.1666666666666665,12.0
895,Love Affair (1994),2.8333333333333335,12.0
896,"Love Bug, The (1969)",2.78,50.0
897,Love Is All There Is (1996),3.0,1.0
898,Love Jones (1997),3.0952380952380953,42.0
899,Love Serenade (1996),3.0,4.0
900,Love and Death on Long Island (1997),2.5,2.0
901,Love and Other Catastrophes (1996),2.857142857142857,7.0
902,Love and a .45 (1994),3.125,8.0
903,Love in the Afternoon (1957),3.9,10.0
904,Love! Valour! Compassion! (1997),3.6153846153846154,26.0
905,Lover's Knot (1996),2.0,3.0
906,"Low Down Dirty Shame, A (1994)",2.5,10.0
907,"Low Life, The (1994)",1.0,1.0
908,M (1931),4.0,44.0
909,M*A*S*H (1970),3.912621359223301,206.0
910,M. Butterfly (1993),3.2222222222222223,18.0
911,MURDER and murder (1996),2.0,1.0
912,Ma vie en rose (My Life in Pink) (1997),3.45,20.0
913,"Machine, The (1994)",1.5,2.0
914,Mad City (1997),3.25531914893617,47.0
915,Mad Dog Time (1996),3.0,1.0
916,Mad Love (1995),2.1538461538461537,13.0
917,Madame Butterfly (1995),3.5714285714285716,7.0
918,Made in America (1993),2.5185185185185186,27.0
919,"Madness of King George, The (1994)",3.769230769230769,91.0
920,Madonna: Truth or Dare (1991),2.4705882352941178,17.0
921,"Magic Hour, The (1998)",3.6,5.0
922,"Magnificent Seven, The (1954)",3.9421487603305785,121.0
923,Major Payne (1994),2.473684210526316,19.0
924,Malice (1993),3.1739130434782608,46.0
925,Mallrats (1995),3.4444444444444446,54.0
926,"Maltese Falcon, The (1941)",4.2101449275362315,138.0
927,Mamma Roma (1962),4.0,1.0
928,"Man Who Knew Too Little, The (1997)",2.923076923076923,52.0
929,"Man Who Would Be King, The (1975)",4.025,80.0
930,"Man Without a Face, The (1993)",3.5441176470588234,68.0
931,"Man from Down Under, The (1943)",1.0,1.0
932,"Man in the Iron Mask, The (1998)",3.4166666666666665,12.0
933,"Man of No Importance, A (1994)",3.4285714285714284,7.0
934,Man of the House (1995),2.111111111111111,9.0
935,Man of the Year (1995),3.111111111111111,9.0
936,"Manchurian Candidate, The (1962)",4.259541984732825,131.0
937,Manhattan (1979),3.769230769230769,91.0
938,Manhattan Murder Mystery (1993),3.6296296296296298,27.0
939,Manny & Lo (1996),3.1538461538461537,13.0
940,Manon of the Spring (Manon des sources) (1986),4.120689655172414,58.0
941,Margaret's Museum (1995),4.0,6.0
942,"Mark of Zorro, The (1940)",3.6153846153846154,13.0
943,Marked for Death (1990),2.5,22.0
944,Marlene Dietrich: Shadow and Light (1996) ,5.0,1.0
945,Mars Attacks! (1996),2.847926267281106,217.0
946,Marvin's Room (1996),3.58974358974359,78.0
947,Mary Poppins (1964),3.7247191011235956,178.0
948,Mary Reilly (1996),2.8205128205128207,39.0
949,Mary Shelley's Frankenstein (1994),3.0677966101694913,59.0
950,"Mask, The (1994)",3.193798449612403,129.0
951,Mat' i syn (1997),1.0,1.0
952,"MatchMaker, The (1997)",3.176470588235294,51.0
953,Matilda (1996),3.210526315789474,95.0
954,Maverick (1994),3.46875,128.0
955,Maximum Risk (1996),2.8,20.0
956,Maya Lin: A Strong Clear Vision (1994),4.5,4.0
957,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",3.5,8.0
958,McHale's Navy (1997),2.1884057971014492,69.0
959,Mediterraneo (1991),3.676470588235294,34.0
960,Meet John Doe (1941),3.92,25.0
961,Meet Me in St. Louis (1944),3.3548387096774195,31.0
962,Meet Wally Sparks (1997),2.142857142857143,7.0
963,Men With Guns (1997),3.5,2.0
964,Men in Black (1997),3.745874587458746,303.0
965,Men of Means (1998),2.0,2.0
966,Menace II Society (1993),3.46,50.0
967,Mercury Rising (1998),3.4285714285714284,7.0
968,Metisse (Café au Lait) (1993),2.3333333333333335,6.0
969,Metro (1997),2.9166666666666665,36.0
970,Miami Rhapsody (1995),2.6,15.0
971,Michael (1996),3.319327731092437,119.0
972,Michael Collins (1996),3.4565217391304346,92.0
973,Microcosmos: Le peuple de l'herbe (1996),3.75,24.0
974,Midnight Dancers (Sibak) (1994),2.8,5.0
975,Midnight in the Garden of Good and Evil (1997),3.1625,80.0
976,Mighty Aphrodite (1995),3.4184782608695654,184.0
977,Mighty Morphin Power Rangers: The Movie (1995),2.272727272727273,11.0
978,"Mighty, The (1998)",1.0,3.0
979,Milk Money (1994),2.72972972972973,37.0
980,Mille bolle blu (1993),1.0,1.0
981,Miller's Crossing (1990),3.651685393258427,89.0
982,Mimic (1997),2.742574257425743,101.0
983,Mina Tannenbaum (1994),3.6666666666666665,6.0
984,Miracle on 34th Street (1994),3.722772277227723,101.0
985,Mirage (1995),3.0,1.0
986,"Mirror Has Two Faces, The (1996)",3.3636363636363638,66.0
987,Mission: Impossible (1996),3.313953488372093,344.0
988,"Misérables, Les (1995)",3.619047619047619,21.0
989,Mixed Nuts (1994),2.533333333333333,15.0
990,"Modern Affair, A (1995)",1.0,1.0
991,Moll Flanders (1996),3.5,42.0
992,Mondo (1996),3.0,3.0
993,Money Talks (1997),2.8152173913043477,92.0
994,Money Train (1995),2.511627906976744,43.0
995,"Month by the Lake, A (1995)",3.3333333333333335,9.0
996,Monty Python and the Holy Grail (1974),4.0664556962025316,316.0
997,Monty Python's Life of Brian (1979),3.7471264367816093,174.0
998,Moonlight and Valentino (1995),2.5714285714285716,7.0
999,Mortal Kombat (1995),2.877551020408163,49.0
1000,Mortal Kombat: Annihilation (1997),1.9534883720930232,43.0
1001,"Mostro, Il (1994)",1.0,1.0
1002,Mother (1996),3.1301775147928996,169.0
1003,Mother Night (1996),3.1818181818181817,22.0
1004,Mouse Hunt (1997),2.477272727272727,44.0
1005,Mr. Holland's Opus (1995),3.7781569965870307,293.0
1006,Mr. Jones (1993),2.5,2.0
1007,Mr. Magoo (1997),1.9166666666666667,12.0
1008,Mr. Smith Goes to Washington (1939),4.123809523809523,105.0
1009,Mr. Wonderful (1993),3.0,4.0
1010,Mr. Wrong (1996),2.3043478260869565,23.0
1011,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",3.9479166666666665,96.0
1012,Mrs. Dalloway (1997),3.6,15.0
1013,Mrs. Doubtfire (1993),3.4114583333333335,192.0
1014,Mrs. Parker and the Vicious Circle (1994),3.272727272727273,22.0
1015,Mrs. Winterbourne (1996),3.0454545454545454,22.0
1016,Much Ado About Nothing (1993),4.0625,176.0
1017,Mulholland Falls (1996),2.8780487804878048,82.0
1018,Multiplicity (1996),2.8358208955223883,134.0
1019,Muppet Treasure Island (1996),2.761904761904762,84.0
1020,Murder at 1600 (1997),3.0871559633027523,218.0
1021,Murder in the First (1995),3.6,60.0
1022,"Murder, My Sweet (1944)",3.5555555555555554,9.0
1023,Muriel's Wedding (1994),3.55,100.0
1024,Mute Witness (1994),2.9411764705882355,17.0
1025,My Best Friend's Wedding (1997),3.36046511627907,172.0
1026,My Crazy Life (Mi vida loca) (1993),3.1818181818181817,11.0
1027,My Fair Lady (1964),3.816,125.0
1028,My Family (1995),3.6666666666666665,21.0
1029,My Favorite Season (1993),3.6666666666666665,3.0
1030,My Favorite Year (1982),3.532258064516129,62.0
1031,My Fellow Americans (1996),3.1627906976744184,86.0
1032,My Left Foot (1989),3.8512396694214877,121.0
1033,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),2.0,2.0
1034,My Life as a Dog (Mitt liv som hund) (1985),3.978494623655914,93.0
1035,My Man Godfrey (1936),4.037037037037037,27.0
1036,My Own Private Idaho (1991),3.6333333333333333,30.0
1037,Mystery Science Theater 3000: The Movie (1996),3.4307692307692306,130.0
1038,Nadja (1994),2.25,8.0
1039,Naked (1993),3.24,25.0
1040,Naked Gun 33 1/3: The Final Insult (1994),2.782608695652174,69.0
1041,Naked in New York (1994),1.5,2.0
1042,National Lampoon's Senior Trip (1995),2.4285714285714284,7.0
1043,Natural Born Killers (1994),2.953125,128.0
1044,Nell (1994),3.4814814814814814,81.0
1045,Nelly & Monsieur Arnaud (1995),3.6666666666666665,3.0
1046,Nemesis 2: Nebula (1995),2.0,1.0
1047,"Neon Bible, The (1995)",1.75,4.0
1048,"Net, The (1995)",3.0083333333333333,120.0
1049,"NeverEnding Story III, The (1994)",2.1666666666666665,12.0
1050,"New Age, The (1994)",1.0,1.0
1051,New Jersey Drive (1995),3.0,2.0
1052,New York Cop (1996),2.5,2.0
1053,"Newton Boys, The (1998)",3.0,4.0
1054,"Next Karate Kid, The (1994)",2.4444444444444446,9.0
1055,"Next Step, The (1995)",3.0,1.0
1056,"Niagara, Niagara (1997)",2.0,1.0
1057,Nick of Time (1995),3.0454545454545454,44.0
1058,Nico Icon (1995),4.0,2.0
1059,Night Falls on Manhattan (1997),3.375,32.0
1060,Night Flier (1997),3.7142857142857144,7.0
1061,Night of the Living Dead (1968),3.421875,64.0
1062,Night on Earth (1991),3.8333333333333335,36.0
1063,"Nightmare Before Christmas, The (1993)",3.5874125874125875,143.0
1064,"Nightmare on Elm Street, A (1984)",3.171171171171171,111.0
1065,Nightwatch (1997),3.0,3.0
1066,Nikita (La Femme Nikita) (1990),4.0078740157480315,127.0
1067,Nil By Mouth (1997),2.0,4.0
1068,Nina Takes a Lover (1994),2.8333333333333335,6.0
1069,Nine Months (1995),2.9310344827586206,58.0
1070,Ninotchka (1939),3.769230769230769,26.0
1071,Nixon (1995),3.1222222222222222,90.0
1072,No Escape (1994),2.4,5.0
1073,Nobody Loves Me (Keiner liebt mich) (1994),1.0,1.0
1074,Nobody's Fool (1994),3.608695652173913,46.0
1075,Normal Life (1996),3.0,1.0
1076,North (1994),2.7142857142857144,7.0
1077,North by Northwest (1959),4.284916201117318,179.0
1078,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",3.5555555555555554,54.0
1079,Nosferatu a Venezia (1986),2.3333333333333335,3.0
1080,Nothing Personal (1995),2.0,1.0
1081,Nothing to Lose (1994),3.2857142857142856,7.0
1082,Notorious (1946),4.115384615384615,52.0
1083,Now and Then (1995),3.4583333333333335,24.0
1084,Nowhere (1997),2.3333333333333335,3.0
1085,"Nutty Professor, The (1996)",2.914110429447853,163.0
1086,Nénette et Boni (1996),3.5,6.0
1087,"Object of My Affection, The (1998)",4.0,1.0
1088,Of Human Bondage (1934),3.2,5.0
1089,Of Love and Shadows (1994),3.1666666666666665,6.0
1090,Office Killer (1997),1.0,1.0
