,'Til There Was You (1997),2.3333333333333335
654,Hard Rain (1998),2.9032258064516134
655,Hard Target (1993),2.7
656,Harlem (1993),2.75
657,Harold and Maude (1971),3.8181818181818175
658,Harriet the Spy (1996),2.7
659,"Hate (Haine, La) (1995)",3.5
660,"Haunted World of Edward D. Wood Jr., The (1995)",3.733333333333333
661,He Walked by Night (1948),4.0
662,Head Above Water (1996),3.0
663,Hear My Song (1991),3.25
664,Hearts and Minds (1996),3.8
665,Heat (1995),3.569506726457399
666,Heathers (1989),3.690058479532164
667,Heaven & Earth (1993),2.555555555555556
668,Heaven's Prisoners (1996),2.5185185185185186
669,Heavenly Creatures (1994),3.6714285714285713
670,Heavy (1995),2.4
671,Heavy Metal (1981),3.2602739726027403
672,Heavyweights (1994),2.1538461538461537
673,Hedd Wyn (1992),1.0
674,Heidi Fleiss: Hollywood Madam (1995) ,2.6923076923076925
675,Hellraiser: Bloodline (1996),2.0
676,Henry V (1989),4.137096774193549
677,Herbie Rides Again (1974),2.272727272727273
678,Hercules (1997),3.515151515151515
679,Here Comes Cookie (1935),2.0
680,Hideaway (1995),2.4444444444444446
681,High Noon (1952),4.102272727272728
682,High School High (1996),2.6206896551724137
683,Higher Learning (1995),3.333333333333333
684,Highlander (1986),3.5359477124183005
685,Highlander III: The Sorcerer (1994),2.125
686,His Girl Friday (1940),4.0
687,Hollow Reed (1996),2.333333333333333
688,Homage (1995),1.0
689,Home Alone (1990),3.0875912408759123
690,Home Alone 3 (1997),1.8947368421052633
691,Home for the Holidays (1995),3.155172413793104
692,Homeward Bound II: Lost in San Francisco (1996),2.78125
693,Homeward Bound: The Incredible Journey (1993),3.2131147540983607
694,Hoodlum (1997),2.9315068493150687
695,Hoop Dreams (1994),4.094017094017094
696,"Horse Whisperer, The (1998)",2.7142857142857144
697,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.111111111111111
698,Hostile Intentions (1994),1.0
699,Hot Shots! Part Deux (1993),2.764705882352941
700,Hotel de Love (1996),3.25
701,"Hour of the Pig, The (1993)",3.571428571428572
702,House Arrest (1996),2.52
703,House Party 3 (1994),2.0
704,"House of Yes, The (1997)",3.0
705,"House of the Spirits, The (1993)",3.0416666666666665
706,Houseguest (1994),2.833333333333333
707,How to Be a Player (1997),2.761904761904762
708,How to Make an American Quilt (1995),3.3380281690140845
709,"Howling, The (1981)",3.0263157894736836
710,"Hudsucker Proxy, The (1994)",3.5545454545454547
711,Hugo Pool (1997),3.2857142857142856
712,"Hunchback of Notre Dame, The (1996)",3.377952755905512
713,"Hungarian Fairy Tale, A (1987)",1.0
714,"Hunt for Red October, The (1990)",3.8634361233480177
715,"Hunted, The (1995)",2.0
716,Hurricane Streets (1998),2.6666666666666665
717,Hush (1998),2.0
718,I Can't Sleep (J'ai pas sommeil) (1994),2.6666666666666665
719,I Don't Want to Talk About It (De eso no se habla) (1993),4.0
720,I Know What You Did Last Summer (1997),3.06
721,I Like It Like That (1994),2.333333333333333
722,I Love Trouble (1994),2.5
723,I Shot Andy Warhol (1996),3.3783783783783785
724,I'll Do Anything (1994),2.6
725,I'm Not Rappaport (1996),3.0
726,"I, Worst of All (Yo, la peor de todas) (1990)",1.0
727,I.Q. (1994),3.320987654320988
728,"Ice Storm, The (1997)",3.611111111111111
729,If Lucy Fell (1996),2.7586206896551726
730,Ill Gotten Gains (1997),2.333333333333333
731,Immortal Beloved (1994),3.4603174603174605
732,In & Out (1997),3.3043478260869565
733,In Love and War (1996),3.4285714285714284
734,In the Army Now (1994),2.2777777777777777
735,In the Bleak Midwinter (1995),3.6875
736,In the Company of Men (1997),3.712121212121212
737,In the Line of Duty 2 (1987),2.75
738,In the Line of Fire (1993),3.792899408284024
739,In the Mouth of Madness (1995),2.8846153846153846
740,In the Name of the Father (1993),3.9117647058823533
741,In the Realm of the Senses (Ai no corrida) (1976),2.0
742,Incognito (1997),3.5
743,Independence Day (ID4) (1996),3.438228438228438
744,Indian Summer (1996),3.25
745,"Indian in the Cupboard, The (1995)",2.8205128205128207
746,Indiana Jones and the Last Crusade (1989),3.930513595166163
747,Infinity (1996),2.6666666666666665
748,"Inkwell, The (1994)",3.333333333333333
749,"Innocent Sleep, The (1995)",2.0
750,"Innocents, The (1961)",4.25
751,"Inspector General, The (1949)",3.7222222222222223
752,Interview with the Vampire (1994),3.1824817518248176
753,Intimate Relations (1996),3.0
754,Inventing the Abbotts (1997),3.1304347826086962
755,"Invitation, The (Zaproszenie) (1986)",1.0
756,"Island of Dr. Moreau, The (1996)",2.1578947368421053
757,It Could Happen to You (1994),3.652173913043478
758,It Happened One Night (1934),4.012345679012347
759,It Takes Two (1995),2.6666666666666665
760,It's My Party (1995),3.2857142857142856
761,It's a Wonderful Life (1946),4.121212121212121
762,JLG/JLG - autoportrait de décembre (1994),1.0
763,Jack (1996),3.1428571428571432
764,Jack and Sarah (1995),2.142857142857143
765,"Jackal, The (1997)",3.1494252873563218
766,Jackie Brown (1997),3.6428571428571432
767,Jackie Chan's First Strike (1996),3.2551724137931037
768,Jade (1995),2.294117647058824
769,James and the Giant Peach (1996),3.126984126984127
770,Jane Eyre (1996),3.4761904761904763
771,Jason's Lyric (1994),3.0
772,Jaws (1975),3.775
773,Jaws 2 (1978),2.6666666666666665
774,Jaws 3-D (1983),1.9375
775,Jean de Florette (1986),4.109375
776,Jefferson in Paris (1995),2.0
777,Jeffrey (1995),3.5294117647058822
778,"Jerky Boys, The (1994)",2.6666666666666665
779,Jerry Maguire (1996),3.7109375
780,Jimmy Hollywood (1994),2.875
781,Jingle All the Way (1996),2.1111111111111107
782,Joe's Apartment (1996),2.2444444444444445
783,Johnny 100 Pesos (1993),1.5
784,Johnny Mnemonic (1995),2.6341463414634148
785,Johns (1996),3.0
786,"Journey of August King, The (1995)",2.0
787,"Joy Luck Club, The (1993)",3.6666666666666665
788,Jude (1996),3.0
789,Judge Dredd (1995),2.8974358974358974
790,Judgment Night (1993),2.68
791,Jumanji (1995),3.3125
792,"Jungle Book, The (1994)",3.5647058823529414
793,Jungle2Jungle (1997),2.4393939393939394
794,Junior (1994),3.0222222222222217
795,Jupiter's Wife (1994),4.0
796,Jurassic Park (1993),3.7203065134099615
797,"Juror, The (1996)",2.817073170731707
798,Jury Duty (1995),2.0
799,Just Cause (1995),3.1428571428571432
800,Kalifornia (1993),3.2203389830508478
801,Kama Sutra: A Tale of Love (1996),3.3181818181818183
802,Kansas City (1996),2.260869565217391
803,Kaspar Hauser (1993),4.25
804,Kazaam (1996),1.8
805,Keys to Tulsa (1997),2.24
806,Kicked in the Head (1997),2.571428571428572
807,Kicking and Screaming (1995),2.9230769230769234
808,"Kid in King Arthur's Court, A (1995)",2.727272727272727
809,Kids (1995),3.0612244897959178
810,Kids in the Hall: Brain Candy (1996),3.0769230769230766
811,Kika (1993),2.0
812,Killer (Bulletproof Heart) (1994),2.5
813,Killer: A Journal of Murder (1995),4.0
814,"Killing Fields, The (1984)",4.132231404958676
815,Killing Zoe (1994),3.475
816,Kim (1950),3.2857142857142856
817,King of New York (1990),1.0
818,King of the Hill (1993),3.5
819,Kingpin (1996),3.1296296296296298
820,"Kiss Me, Guido (1997)",3.161290322580645
821,Kiss of Death (1995),2.85
822,Kiss the Girls (1997),3.4615384615384617
823,Kissed (1996),3.0
824,Kolya (1996),3.991452991452992
825,Koyaanisqatsi (1983),3.4905660377358485
826,Kull the Conqueror (1997),2.63768115942029
827,Kundun (1997),3.690476190476191
828,L.A. Confidential (1997),4.161616161616162
829,Lady of Burlesque (1943),4.0
830,Ladybird Ladybird (1994),2.75
831,Lamerica (1994),3.75
832,Land Before Time III: The Time of the Great Giving (1995) (V),1.6666666666666667
833,Land and Freedom (Tierra y libertad) (1995),3.0
834,Larger Than Life (1996),2.333333333333333
835,Lashou shentan (1992),1.0
836,Lassie (1994),2.2857142857142856
837,Last Action Hero (1993),2.7457627118644066
838,Last Dance (1996),3.111111111111111
839,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",3.0
840,Last Man Standing (1996),2.660377358490566
841,Last Summer in the Hamptons (1995),2.333333333333333
842,"Last Supper, The (1995)",3.4482758620689653
843,"Last Time I Committed Suicide, The (1997)",2.2857142857142856
844,"Last Time I Saw Paris, The (1954)",3.6666666666666665
845,"Last of the Mohicans, The (1992)",3.546875
846,Late Bloomers (1996),3.4
847,Laura (1944),4.1
848,Lawnmower Man 2: Beyond Cyberspace (1996),1.7142857142857142
849,"Lawnmower Man, The (1992)",2.4461538461538463
850,Lawrence of Arabia (1962),4.23121387283237
851,"Lay of the Land, The (1997)",2.5
852,"Leading Man, The (1996)",3.75
853,Leave It to Beaver (1997),1.8409090909090908
854,Leaving Las Vegas (1995),3.697986577181208
855,Legal Deceit (1997),3.4
856,Legends of the Fall (1994),3.45679012345679
857,"Leopard Son, The (1996)",1.0
858,"Letter From Death Row, A (1998)",4.333333333333333
859,Liar Liar (1997),3.156701030927835
860,Liebelei (1933),1.0
861,"Life Less Ordinary, A (1997)",3.0754716981132075
862,Life with Mikey (1993),2.2857142857142856
863,Lightning Jack (1994),3.0
864,Like Water For Chocolate (Como agua para chocolate) (1992),3.8040540540540535
865,"Line King: Al Hirschfeld, The (1996)",3.0
866,"Lion King, The (1994)",3.7818181818181817
867,Little Big League (1994),2.875
868,Little Buddha (1993),3.3181818181818183
869,Little City (1998),3.5
870,Little Lord Fauntleroy (1936),3.1666666666666665
871,Little Odessa (1994),2.6
872,"Little Princess, A (1995)",3.6585365853658534
873,"Little Princess, The (1939)",3.555555555555556
874,"Little Rascals, The (1994)",2.7222222222222223
875,Little Women (1994),3.6764705882352944
876,Live Nude Girls (1995),3.0869565217391304
877,Living in Oblivion (1995),3.7407407407407414
878,Loaded (1994),2.4
879,Local Hero (1983),3.968253968253968
880,Loch Ness (1995),2.5
881,"Locusts, The (1997)",2.0
882,Lone Star (1996),4.053475935828877
883,"Long Kiss Goodnight, The (1996)",3.4702702702702704
884,Looking for Richard (1996),3.727272727272727
885,Lord of Illusions (1995),2.4166666666666665
886,Losing Chase (1996),3.25
887,Losing Isaiah (1995),3.0
888,Lost Highway (1997),3.136
889,Lost Horizon (1937),3.941176470588236
890,"Lost World: Jurassic Park, The (1997)",2.9430379746835444
891,Lost in Space (1998),3.1666666666666665
892,Lotto Land (1995),1.0
893,Love & Human Remains (1993),3.1666666666666665
894,Love Affair (1994),2.833333333333333
895,"Love Bug, The (1969)",2.78
896,Love Is All There Is (1996),3.0
897,Love Jones (1997),3.095238095238096
898,Love Serenade (1996),3.0
899,Love and Death on Long Island (1997),2.5
900,Love and Other Catastrophes (1996),2.8571428571428568
901,Love and a .45 (1994),3.125
902,Love in the Afternoon (1957),3.9
903,Love! Valour! Compassion! (1997),3.615384615384616
904,Lover's Knot (1996),2.0
905,"Low Down Dirty Shame, A (1994)",2.5
906,"Low Life, The (1994)",1.0
907,M (1931),4.0
908,M*A*S*H (1970),3.9126213592233015
909,M. Butterfly (1993),3.2222222222222223
910,MURDER and murder (1996),2.0
911,Ma vie en rose (My Life in Pink) (1997),3.45
912,"Machine, The (1994)",1.5
913,Mad City (1997),3.2553191489361697
914,Mad Dog Time (1996),3.0
915,Mad Love (1995),2.1538461538461537
916,Madame Butterfly (1995),3.571428571428572
917,Made in America (1993),2.5185185185185186
918,"Madness of King George, The (1994)",3.7692307692307687
919,Madonna: Truth or Dare (1991),2.4705882352941178
920,"Magic Hour, The (1998)",3.6
921,"Magnificent Seven, The (1954)",3.9421487603305785
922,Major Payne (1994),2.473684210526316
923,Malice (1993),3.1739130434782608
924,Mallrats (1995),3.4444444444444446
925,"Maltese Falcon, The (1941)",4.210144927536232
926,Mamma Roma (1962),4.0
927,"Man Who Knew Too Little, The (1997)",2.9230769230769234
928,"Man Who Would Be King, The (1975)",4.025
929,"Man Without a Face, The (1993)",3.544117647058824
930,"Man from Down Under, The (1943)",1.0
931,"Man in the Iron Mask, The (1998)",3.4166666666666665
932,"Man of No Importance, A (1994)",3.4285714285714284
933,Man of the House (1995),2.1111111111111107
934,Man of the Year (1995),3.111111111111111
935,"Manchurian Candidate, The (1962)",4.2595419847328255
936,Manhattan (1979),3.7692307692307687
937,Manhattan Murder Mystery (1993),3.6296296296296298
938,Manny & Lo (1996),3.1538461538461537
939,Manon of the Spring (Manon des sources) (1986),4.120689655172414
940,Margaret's Museum (1995),4.0
941,"Mark of Zorro, The (1940)",3.615384615384616
942,Marked for Death (1990),2.5
943,Marlene Dietrich: Shadow and Light (1996) ,5.0
944,Mars Attacks! (1996),2.8479262672811068
945,Marvin's Room (1996),3.58974358974359
946,Mary Poppins (1964),3.724719101123596
947,Mary Reilly (1996),2.8205128205128207
948,Mary Shelley's Frankenstein (1994),3.067796610169492
949,"Mask, The (1994)",3.1937984496124034
950,Mat' i syn (1997),1.0
951,"MatchMaker, The (1997)",3.1764705882352944
952,Matilda (1996),3.2105263157894735
953,Maverick (1994),3.46875
954,Maximum Risk (1996),2.8
955,Maya Lin: A Strong Clear Vision (1994),4.5
956,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",3.5
957,McHale's Navy (1997),2.188405797101449
958,Mediterraneo (1991),3.6764705882352944
959,Meet John Doe (1941),3.92
960,Meet Me in St. Louis (1944),3.3548387096774195
961,Meet Wally Sparks (1997),2.142857142857143
962,Men With Guns (1997),3.5
963,Men in Black (1997),3.745874587458746
964,Men of Means (1998),2.0
965,Menace II Society (1993),3.46
966,Mercury Rising (1998),3.4285714285714284
967,Metisse (Café au Lait) (1993),2.333333333333333
968,Metro (1997),2.9166666666666665
969,Miami Rhapsody (1995),2.6
970,Michael (1996),3.3193277310924367
971,Michael Collins (1996),3.4565217391304346
972,Microcosmos: Le peuple de l'herbe (1996),3.75
973,Midnight Dancers (Sibak) (1994),2.8
974,Midnight in the Garden of Good and Evil (1997),3.1625
975,Mighty Aphrodite (1995),3.4184782608695654
976,Mighty Morphin Power Rangers: The Movie (1995),2.272727272727273
977,"Mighty, The (1998)",1.0
978,Milk Money (1994),2.72972972972973
979,Mille bolle blu (1993),1.0
980,Miller's Crossing (1990),3.651685393258427
981,Mimic (1997),2.7425742574257432
982,Mina Tannenbaum (1994),3.6666666666666665
983,Miracle on 34th Street (1994),3.722772277227723
984,Mirage (1995),3.0
985,"Mirror Has Two Faces, The (1996)",3.363636363636364
986,Mission: Impossible (1996),3.3139534883720936
987,"Misérables, Les (1995)",3.6190476190476186
988,Mixed Nuts (1994),2.533333333333333
989,"Modern Affair, A (1995)",1.0
990,Moll Flanders (1996),3.5
991,Mondo (1996),3.0
992,Money Talks (1997),2.815217391304348
993,Money Train (1995),2.511627906976744
994,"Month by the Lake, A (1995)",3.333333333333333
995,Monty Python and the Holy Grail (1974),4.066455696202532
996,Monty Python's Life of Brian (1979),3.747126436781609
997,Moonlight and Valentino (1995),2.571428571428572
998,Mortal Kombat (1995),2.877551020408163
999,Mortal Kombat: Annihilation (1997),1.9534883720930232
1000,"Mostro, Il (1994)",1.0
1001,Mother (1996),3.1301775147929
1002,Mother Night (1996),3.1818181818181817
1003,Mouse Hunt (1997),2.477272727272727
1004,Mr. Holland's Opus (1995),3.778156996587031
1005,Mr. Jones (1993),2.5
1006,Mr. Magoo (1997),1.9166666666666667
1007,Mr. Smith Goes to Washington (1939),4.123809523809523
1008,Mr. Wonderful (1993),3.0
1009,Mr. Wrong (1996),2.3043478260869565
1010,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",3.9479166666666665
1011,Mrs. Dalloway (1997),3.6
1012,Mrs. Doubtfire (1993),3.411458333333333
1013,Mrs. Parker and the Vicious Circle (1994),3.272727272727273
1014,Mrs. Winterbourne (1996),3.0454545454545454
1015,Much Ado About Nothing (1993),4.0625
1016,Mulholland Falls (1996),2.8780487804878048
1017,Multiplicity (1996),2.8358208955223883
1018,Muppet Treasure Island (1996),2.761904761904762
1019,Murder at 1600 (1997),3.0871559633027523
1020,Murder in the First (1995),3.6
1021,"Murder, My Sweet (1944)",3.555555555555556
1022,Muriel's Wedding (1994),3.55
1023,Mute Witness (1994),2.9411764705882355
1024,My Best Friend's Wedding (1997),3.36046511627907
1025,My Crazy Life (Mi vida loca) (1993),3.1818181818181817
1026,My Fair Lady (1964),3.8160000000000003
1027,My Family (1995),3.6666666666666665
1028,My Favorite Season (1993),3.6666666666666665
1029,My Favorite Year (1982),3.532258064516129
1030,My Fellow Americans (1996),3.1627906976744184
1031,My Left Foot (1989),3.851239669421488
1032,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),2.0
1033,My Life as a Dog (Mitt liv som hund) (1985),3.9784946236559136
1034,My Man Godfrey (1936),4.037037037037037
1035,My Own Private Idaho (1991),3.633333333333333
1036,Mystery Science Theater 3000: The Movie (1996),3.4307692307692306
1037,Nadja (1994),2.25
1038,Naked (1993),3.24
1039,Naked Gun 33 1/3: The Final Insult (1994),2.782608695652174
1040,Naked in New York (1994),1.5
1041,National Lampoon's Senior Trip (1995),2.4285714285714284
1042,Natural Born Killers (1994),2.953125
1043,Nell (1994),3.4814814814814814
1044,Nelly & Monsieur Arnaud (1995),3.6666666666666665
1045,Nemesis 2: Nebula (1995),2.0
1046,"Neon Bible, The (1995)",1.75
1047,"Net, The (1995)",3.0083333333333333
1048,"NeverEnding Story III, The (1994)",2.1666666666666665
1049,"New Age, The (1994)",1.0
1050,New Jersey Drive (1995),3.0
1051,New York Cop (1996),2.5
1052,"Newton Boys, The (1998)",3.0
1053,"Next Karate Kid, The (1994)",2.4444444444444446
1054,"Next Step, The (1995)",3.0
1055,"Niagara, Niagara (1997)",2.0
1056,Nick of Time (1995),3.0454545454545454
1057,Nico Icon (1995),4.0
1058,Night Falls on Manhattan (1997),3.375
1059,Night Flier (1997),3.7142857142857135
1060,Night of the Living Dead (1968),3.421875
1061,Night on Earth (1991),3.8333333333333335
1062,"Nightmare Before Christmas, The (1993)",3.5874125874125875
1063,"Nightmare on Elm Street, A (1984)",3.1711711711711716
1064,Nightwatch (1997),3.0
1065,Nikita (La Femme Nikita) (1990),4.007874015748032
1066,Nil By Mouth (1997),2.0
1067,Nina Takes a Lover (1994),2.833333333333333
1068,Nine Months (1995),2.931034482758621
1069,Ninotchka (1939),3.7692307692307687
1070,Nixon (1995),3.1222222222222222
1071,No Escape (1994),2.4
1072,Nobody Loves Me (Keiner liebt mich) (1994),1.0
1073,Nobody's Fool (1994),3.608695652173913
1074,Normal Life (1996),3.0
1075,North (1994),2.7142857142857144
1076,North by Northwest (1959),4.284916201117318
1077,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",3.555555555555556
1078,Nosferatu a Venezia (1986),2.333333333333333
1079,Nothing Personal (1995),2.0
1080,Nothing to Lose (1994),3.2857142857142856
1081,Notorious (1946),4.115384615384615
1082,Now and Then (1995),3.458333333333333
1083,Nowhere (1997),2.333333333333333
1084,"Nutty Professor, The (1996)",2.914110429447853
1085,Nénette et Boni (1996),3.5
1086,"Object of My Affection, The (1998)",4.0
1087,Of Human Bondage (1934),3.2
1088,Of Love and Shadows (1994),3.1666666666666665
1089,Office Killer (1997),1.0
1090,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",2.6
1091,"Old Man and the Sea, The (1958)",3.34375
1092,Old Yeller (1957),3.484375
1093,Oliver & Company (1988),2.772727272727273
1094,"Omen, The (1976)",3.388235294117647
1095,On Golden Pond (1981),3.5566037735849063
1096,Once Upon a Time in America (1984),3.4
1097,Once Upon a Time in the West (1969),3.8684210526315783
1098,Once Upon a Time... When We Were Colored (1995),3.2857142857142856
1099,Once Were Warriors (1994),4.064516129032258
1100,One Fine Day (1996),3.2321428571428568
1101,One Flew Over the Cuckoo's Nest (1975),4.291666666666667
1102,One Night Stand (1997),3.466666666666667
1103,Only You (1994),3.1538461538461537
1104,Open Season (1996),2.5
1105,Operation Dumbo Drop (1995),2.5161290322580645
1106,Original Gangstas (1996),2.142857142857143
1107,Orlando (1993),3.6176470588235294
1108,Oscar & Lucinda (1997),3.1904761904761907
1109,Othello (1995),3.611111111111111
1110,"Other Voices, Other Rooms (1997)",3.0
1111,Out to Sea (1997),2.6842105263157894
1112,Outbreak (1995),3.2403846153846154
1113,"Outlaw, The (1943)",2.5
1114,"Pagemaster, The (1994)",2.25
1115,"Pallbearer, The (1996)",2.3181818181818183
1116,Palmetto (1998),3.1428571428571432
1117,Palookaville (1996),2.9230769230769234
1118,Panther (1995),2.4
1119,"Paper, The (1994)",3.225
1120,Paradise Lost: The Child Murders at Robin Hood Hills (1996),4.05
1121,Paradise Road (1997),3.2857142857142856
1122,"Parent Trap, The (1961)",3.095890410958904
1123,Paris Is Burning (1990),3.814814814814815
1124,Paris Was a Woman (1995),3.0
1125,"Paris, France (1993)",2.333333333333333
1126,"Paris, Texas (1984)",3.5434782608695654
1127,Party Girl (1995),2.875
1128,Passion Fish (1992),3.1785714285714284
1129,Pather Panchali (1955),4.625
1130,Paths of Glory (1957),4.212121212121212
1131,Patton (1970),3.9926470588235294
1132,"Peacemaker, The (1997)",3.272058823529412
1133,Penny Serenade (1941),3.0
1134,"People vs. Larry Flynt, The (1996)",3.5953488372093023
1135,"Perez Family, The (1995)",2.642857142857143
1136,"Perfect Candidate, A (1996)",4.0
1137,"Perfect World, A (1993)",3.68
1138,Persuasion (1995),4.045454545454546
1139,"Pest, The (1997)",1.875
1140,Pete's Dragon (1977),2.7209302325581395
1141,"Phantom, The (1996)",2.575
1142,Phantoms (1998),2.230769230769231
1143,Pharaoh's Army (1995),1.0
1144,Phat Beach (1996),1.6
1145,Phenomenon (1996),3.557377049180328
1146,Philadelphia (1993),3.854014598540146
1147,"Philadelphia Story, The (1940)",4.115384615384615
1148,"Piano, The (1993)",3.6011904761904763
1149,Picnic (1955),3.611111111111111
1150,Picture Bride (1995),3.1
1151,Picture Perfect (1997),2.962962962962963
1152,Pie in the Sky (1995),2.0
1153,"Pillow Book, The (1995)",3.692307692307693
1154,Pink Floyd - The Wall (1982),3.3508771929824563
1155,Pinocchio (1940),3.6732673267326734
1156,Platoon (1986),3.692913385826772
1157,Playing God (1997),2.627906976744186
1158,Pocahontas (1995),2.5294117647058822
1159,Poetic Justice (1993),2.7777777777777777
1160,Poison Ivy II (1995),2.1538461538461537
1161,Police Story 4: Project S (Chao ji ji hua) (1993),1.0
1162,Pollyanna (1960),3.1481481481481484
1163,"Pompatus of Love, The (1996)",3.0
1164,Ponette (1996),3.3
1165,"Portrait of a Lady, The (1996)",2.68
1166,"Postino, Il (1994)",3.9672131147540974
1167,"Postman, The (1997)",3.2241379310344827
1168,Powder (1995),3.208333333333333
1169,Power 98 (1995),1.0
1170,"Preacher's Wife, The (1996)",2.9264705882352944
1171,Prefontaine (1997),5.0
1172,Pretty Woman (1990),3.3231707317073167
1173,"Price Above Rubies, A (1998)",3.333333333333333
1174,Priest (1994),4.0
1175,Primal Fear (1996),3.6011235955056184
1176,Primary Colors (1998),3.9230769230769234
1177,"Princess Bride, The (1987)",4.1728395061728385
1178,Princess Caraboo (1994),3.1333333333333333
1179,Prisoner of the Mountains (Kavkazsky Plennik) (1996),3.0
1180,Private Benjamin (1980),2.955223880597015
1181,Private Parts (1997),3.53
1182,"Professional, The (1994)",3.704697986577181
1183,"Program, The (1993)",2.838709677419355
1184,"Promesse, La (1996)",3.333333333333333
1185,"Promise, The (Versprechen, Das) (1994)",1.0
1186,"Prophecy II, The (1998)",2.7
1187,"Prophecy, The (1995)",2.9375
1188,Psycho (1960),4.100418410041842
1189,Pulp Fiction (1994),4.060913705583757
1190,Pump Up the Volume (1990),3.4177215189873418
1191,Purple Noon (1960),3.1428571428571432
1192,Pushing Hands (1992),2.0
1193,"Pyromaniac's Love Story, A (1995)",2.4285714285714284
1194,Quartier Mozart (1992),1.0
1195,"Queen Margot (Reine Margot, La) (1994)",3.5
1196,"Quest, The (1996)",2.5185185185185186
1197,"Quick and the Dead, The (1995)",3.208333333333333
1198,"Quiet Man, The (1952)",4.029850746268656
1199,"Quiet Room, The (1996)",3.6666666666666665
1200,Quiz Show (1994),3.645714285714286
1201,Race the Sun (1996),2.8
1202,Radioland Murders (1994),3.333333333333333
1203,Raging Bull (1980),4.120689655172414
1204,Raiders of the Lost Ark (1981),4.2523809523809515
1205,"Rainmaker, The (1997)",3.6
1206,Raise the Red Lantern (1991),4.155172413793103
1207,Raising Arizona (1987),3.875
1208,Ran (1985),4.1
1209,Ransom (1996),3.644194756554307
1210,Raw Deal (1948),2.0
1211,Ready to Wear (Pret-A-Porter) (1994),1.8333333333333333
1212,Real Genius (1985),3.6638655462184873
1213,Reality Bites (1994),2.9610389610389616
1214,Rear Window (1954),4.3875598086124405
1215,Rebecca (1940),3.9696969696969697
1216,Rebel Without a Cause (1955),3.855555555555556
1217,Reckless (1995),2.75
1218,Red Corner (1997),3.3859649122807016
1219,"Red Firecracker, Green Firecracker (1994)",3.4615384615384617
1220,Red Rock West (1992),3.5961538461538463
1221,"Ref, The (1994)",3.034482758620689
1222,Relative Fear (1994),1.6666666666666667
1223,"Relic, The (1997)",2.88
1224,"Reluctant Debutante, The (1958)",3.0
1225,"Remains of the Day, The (1993)",3.94
1226,Renaissance Man (1994),3.0
1227,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",3.333333333333333
1228,Rent-a-Kid (1995),3.0
1229,"Replacement Killers, The (1998)",3.3076923076923075
1230,Reservoir Dogs (1992),3.9864864864864864
1231,Restoration (1995),3.4647887323943665
1232,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",3.772727272727273
1233,Return of the Jedi (1983),4.007889546351085
1234,"Return of the Pink Panther, The (1974)",3.5543478260869565
1235,Rhyme & Reason (1997),2.2
1236,"Rich Man's Wife, The (1996)",2.4
1237,Richard III (1995),3.831460674157303
1238,Richie Rich (1994),2.4285714285714284
1239,Ridicule (1996),3.704545454545455
1240,"Right Stuff, The (1983)",3.917197452229299
1241,Ripe (1996),2.0
1242,Rising Sun (1993),2.9069767441860463
1243,"River Wild, The (1994)",3.1438356164383565
1244,"Road to Wellville, The (1994)",2.294117647058824
1245,Rob Roy (1995),3.565217391304348
1246,Robert A. Heinlein's The Puppet Masters (1994),3.0
1247,Robin Hood: Men in Tights (1993),2.5892857142857144
1248,Robin Hood: Prince of Thieves (1991),3.2266666666666666
1249,Robocop 3 (1993),1.7272727272727273
1250,"Rock, The (1996)",3.693121693121693
1251,Rocket Man (1997),2.4081632653061225
1252,Roman Holiday (1953),4.102941176470588
1253,Romeo Is Bleeding (1993),3.0
1254,Romper Stomper (1992),3.0
1255,Romy and Michele's High School Reunion (1997),3.0612244897959178
1256,"Room with a View, A (1986)",3.985074626865672
1257,Roommates (1995),3.2307692307692313
1258,Roseanna's Grave (For Roseanna) (1997),2.8
1259,Rosencrantz and Guildenstern Are Dead (1990),3.888888888888889
1260,Rosewood (1997),3.6666666666666665
1261,Rough Magic (1995),2.5
1262,Ruby in Paradise (1993),3.1304347826086962
1263,Rudy (1993),3.3125
1264,"Ruling Class, The (1972)",3.875
1265,Rumble in the Bronx (1995),3.4482758620689653
1266,"Run of the Country, The (1995)",3.25
1267,S.F.W. (1994),3.0
1268,Sabrina (1954),3.796875
1269,Sabrina (1995),3.5
1270,Safe (1995),4.0
1271,Safe Passage (1994),3.0
1272,"Saint of Fort Washington, The (1993)",5.0
1273,"Saint, The (1997)",3.123417721518988
1274,Salut cousin! (1996),2.0
1275,"Santa Clause, The (1994)",3.097560975609756
1276,Santa with Muscles (1996),5.0
1277,"Savage Nights (Nuits fauves, Les) (1992)",3.0
1278,"Scarlet Letter, The (1926)",3.0
1279,"Scarlet Letter, The (1995)",2.4
1280,Schindler's List (1993),4.466442953020135
1281,Schizopolis (1996),3.0
